x,y,z,vx,vy,vz,E,num_calls
-131.06983010644944,527.2487182475895,100.0,-0.4674424362822145,-0.21235692043850746,-0.8581387458356726,28.757788671343537,316
341.2575518853512,-465.72371963565325,100.0,-0.0825980545918512,0.17972640938614134,-0.9802428164219347,236.7788074537859,9930
-456.0315784606198,256.84581990357333,100.0,-0.2670145252763981,0.19077004967321387,-0.9446216340096701,381.9546445124545,3053
-324.0746877211136,57.57154917661751,100.0,-0.6756425479351467,-0.3880339968193034,-0.6268466835934765,141.47909793810834,4206
-541.4932885923713,354.6878990829464,100.0,0.5344744587279483,-0.6113129228325143,-0.5836382127186629,1397.8247561609192,3627
393.03228355500914,-453.9829129409542,100.0,-0.666818225815192,0.15327902742803481,-0.7292866332734992,157.98560854090167,471
327.5968677924018,260.8945293325339,100.0,-0.4236055143154722,-0.35797872946927944,-0.8321115294773199,108.7389725155397,4166
-182.77482919135184,649.7833191257478,31.876895718585274,0.2070553886090619,-0.5918565453359308,-0.7789954401605749,141.21281303832066,2537
-370.2642812871172,-249.26897508975037,100.0,0.09228101458035311,-0.37274796838861535,-0.9233326412567577,196.44207177117923,3280
652.9442197441463,171.13984311874106,66.73047214991857,-0.37962971301356313,-0.2649802299361274,-0.8863784511935275,320.0435210925664,91
-421.95662058800673,-100.04419577180931,100.0,0.07727130735642207,-0.32726579130439537,-0.9417676183121488,455.1932375911359,4631
-488.53826519798514,-44.29968075686107,100.0,-0.20114230351260365,-0.010564052936531952,-0.9795050661038961,246.48430421960364,4793
481.4423619845081,-56.27461648386077,100.0,-0.2475306366395981,0.17380851817389412,-0.9531627263667996,334.4675080697001,272
-644.4208444623378,-200.86506720295688,20.14005019254182,0.6631117421200308,0.38036655355176824,-0.6446736402255699,31.307654570784702,2219
62.374173032747876,393.23927403652385,100.0,-0.43169661263072284,-0.31848421739596655,-0.8439228862359631,317.50555297837604,3958
-91.13072805132231,630.0227364129421,100.0,0.32753343666129187,0.07702067999736478,-0.9416951007208156,613.8118325744626,704
-4.785324899322632,38.241212200090004,100.0,0.31362450296105565,-0.00033623163260410694,-0.9495470278457618,125.42939451009697,1928
37.23325731206842,-460.8537039971502,100.0,0.39803392283948497,-0.5273352720781308,-0.7506573832923344,529.3862093661518,8899
-91.56947342917647,361.49397608915626,100.0,-0.3617995194864295,0.04130274547702752,-0.9313405343457615,496.4526529970182,721
-25.157411865530776,594.1598750643468,100.0,0.110348452739589,-0.11795426812761711,-0.9868687904723996,635.2040400925093,615
-283.2658099749633,1.6108610317299963,100.0,-0.7493422914647234,0.08032534510203998,-0.6572929097112152,2.677481197423374,1071
389.81875935318794,137.964222738915,100.0,-0.1091521144776211,0.15789304345650707,-0.9814049127312874,115.35918683029035,1038
234.14946539240532,-588.6351283020081,100.0,0.629752460423315,0.3661495455958329,-0.6850885700774363,203.64996862366567,2636
-78.32478512709713,243.8088584801303,100.0,-0.5892195902768842,0.5418340254287767,-0.5993631314333477,129.42609379219033,1657
453.6306761988569,-160.49273581332363,100.0,-0.34236400555603314,-0.7094504798885558,-0.6160088508175239,43.81187742130219,524
78.01839959618815,482.34346484317444,100.0,0.5605377937423398,-0.1307292180578776,-0.8177452251969717,1135.6253470642755,2524
-530.3832367753387,358.32512334998415,100.0,0.22986129732037328,0.12294169306229706,-0.96542691287387,139.25754801800343,7113
276.80450996039576,574.3179479133161,100.0,0.509772863544234,-0.08808633259167606,-0.8557876054281578,281.693283831272,1985
-51.17381568121607,-586.0892126622634,100.0,-0.3289157516178008,0.3826215088039279,-0.863374315889871,270.07793611593127,183
510.8651048684942,441.18232583333156,59.43290633431934,-0.6174276498541696,-0.6655173208810665,-0.41936832594134266,31.44209305776698,1526
137.715999075003,-657.7692964274956,100.0,-0.07705289955221684,0.32645462458743396,-0.9420669980187575,83.33628045334501,12328
-561.6904397659945,-263.1898121238869,100.0,0.22191353920573154,-0.572215681700619,-0.7895084513373383,718.9014851040595,85
168.48597761862038,-459.9761106274227,100.0,-0.48775493501120004,-0.7501433252936204,-0.44652000502737804,23.3628551966318,4697
152.99395636584796,65.19840650965324,100.0,0.18736478709884288,-0.15044116036284227,-0.9707017532816591,2613.753670206122,13677
383.59445332040826,239.88539845279797,100.0,0.059056218873370286,0.5639982132647645,-0.8236615679067063,298.3500479626598,6380
308.13338634600444,52.4499424681168,100.0,0.13023934306434845,0.07722925907647091,-0.9884702094957978,95.44276179345492,9301
-341.8270409371304,490.5047303581217,100.0,-0.25123899449537196,0.0018860510103536649,-0.9679232461598083,98.09340188987017,616
-128.9703096540511,-656.0207240248405,100.0,-0.2393720529452596,0.7570948030773489,-0.6078720913334007,289.04347916710515,802
-391.44316556424315,338.99581105609025,100.0,-0.5104852281316874,0.35938468175356,-0.7811833858833862,54.93710247620433,10611
590.9139373109034,-113.26635612814835,100.0,-0.22554913694935755,0.351133664458542,-0.908753396970441,732.792760324087,3529
-216.22703732548507,12.215727913077217,100.0,0.12623307981205045,-0.21697604531335207,-0.9679806843740957,0.759809319907381,395
230.172462962679,620.7679931980233,100.0,-0.5732450708397111,0.1372750642055521,-0.8078029744345685,154.11227632422305,2197
323.73843368556606,-554.0367837901795,100.0,-0.34519878435836576,0.03974910187389396,-0.9376874789489968,1710.9389425946517,8888
